,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
108,Shot Chart Detail,0021300734,564,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-144,153,1,1,20140205,DEN,MIL
109,Shot Chart Detail,0021300767,139,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,197,1,1,20140210,MIL,BOS
110,Shot Chart Detail,0021300785,116,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,27,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-2,1,1,20140212,MIL,NOP
111,Shot Chart Detail,0021300797,370,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,9,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1,20140218,MIL,ORL
112,Shot Chart Detail,0021300797,432,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,181,172,1,1,20140218,MIL,ORL
113,Shot Chart Detail,0021300812,151,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,-2,1,1,20140220,MIL,DEN
114,Shot Chart Detail,0021300812,306,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,1,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-8,1,1,20140220,MIL,DEN
115,Shot Chart Detail,0021300812,467,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,64,254,1,1,20140220,MIL,DEN
116,Shot Chart Detail,0021300829,111,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,56,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-3,1,1,20140222,MIL,IND
117,Shot Chart Detail,0021300829,481,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,20,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-6,1,1,20140222,MIL,IND
118,Shot Chart Detail,0021300841,141,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,11,16,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,14,1,1,20140224,PHI,MIL
119,Shot Chart Detail,0021300841,165,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,160,194,1,1,20140224,PHI,MIL
120,Shot Chart Detail,0021300841,183,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,3,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20140224,PHI,MIL
121,Shot Chart Detail,0021300841,472,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-199,9,1,1,20140224,PHI,MIL
122,Shot Chart Detail,0021300841,514,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,15,1,1,20140224,PHI,MIL
123,Shot Chart Detail,0021300863,76,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-2,1,1,20140227,IND,MIL
124,Shot Chart Detail,0021300863,363,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-175,198,1,1,20140227,IND,MIL
125,Shot Chart Detail,0021300878,91,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,231,1,1,20140301,MIL,BKN
126,Shot Chart Detail,0021300878,435,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,11,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20140301,MIL,BKN
127,Shot Chart Detail,0021300878,518,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-152,149,1,1,20140301,MIL,BKN
128,Shot Chart Detail,0021300894,121,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,56,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,234,72,1,1,20140303,MIL,UTA
129,Shot Chart Detail,0021300894,417,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,8,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,1,1,1,20140303,MIL,UTA
130,Shot Chart Detail,0021300894,449,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-3,1,1,20140303,MIL,UTA
131,Shot Chart Detail,0021300910,75,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,38,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-2,1,1,20140305,MIL,SAC
132,Shot Chart Detail,0021300910,395,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,12,249,1,1,20140305,MIL,SAC
133,Shot Chart Detail,0021300923,194,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20140307,NOP,MIL
134,Shot Chart Detail,0021300931,146,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,59,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-68,45,1,1,20140308,MIL,WAS
135,Shot Chart Detail,0021300947,348,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,38,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-3,1,1,20140310,MIL,ORL
136,Shot Chart Detail,0021300947,406,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,187,1,1,20140310,MIL,ORL
137,Shot Chart Detail,0021300969,60,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,5,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-117,222,1,1,20140313,ATL,MIL
138,Shot Chart Detail,0021300981,361,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,30,Made Shot,Putback Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-2,1,1,20140315,NYK,MIL
139,Shot Chart Detail,0021300981,394,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,34,263,1,1,20140315,NYK,MIL
140,Shot Chart Detail,0021301005,280,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-6,1,1,20140318,POR,MIL
141,Shot Chart Detail,0021301005,333,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,15,1,1,20140318,POR,MIL
142,Shot Chart Detail,0021301021,187,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,129,137,1,1,20140320,GSW,MIL
143,Shot Chart Detail,0021301021,291,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,59,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20140320,GSW,MIL
144,Shot Chart Detail,0021301021,321,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,9,1,1,20140320,GSW,MIL
145,Shot Chart Detail,0021301043,337,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,8,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,12,1,1,20140323,SAC,MIL
146,Shot Chart Detail,0021301043,564,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,42,250,1,1,20140323,SAC,MIL
147,Shot Chart Detail,0021301043,585,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,9,1,1,20140323,SAC,MIL
148,Shot Chart Detail,0021301056,110,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,33,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,28,1,1,20140324,LAC,MIL
149,Shot Chart Detail,0021301056,137,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,30,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-3,1,1,20140324,LAC,MIL
150,Shot Chart Detail,0021301056,195,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,6,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20140324,LAC,MIL
151,Shot Chart Detail,0021301056,315,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,4,41,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,37,89,1,1,20140324,LAC,MIL
152,Shot Chart Detail,0021301073,147,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-5,1,1,20140327,MIL,LAL
153,Shot Chart Detail,0021301073,161,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-221,149,1,1,20140327,MIL,LAL
154,Shot Chart Detail,0021301073,230,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,4,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1,20140327,MIL,LAL
155,Shot Chart Detail,0021301073,407,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-3,1,1,20140327,MIL,LAL
156,Shot Chart Detail,0021301104,64,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,43,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,1,1,20140331,DET,MIL
157,Shot Chart Detail,0021301104,135,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,160,216,1,1,20140331,DET,MIL
158,Shot Chart Detail,0021301104,197,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,59,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-5,1,1,20140331,DET,MIL
159,Shot Chart Detail,0021301104,438,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-142,222,1,1,20140331,DET,MIL
160,Shot Chart Detail,0021301121,164,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,7,1,1,20140402,MIA,MIL
161,Shot Chart Detail,0021301121,403,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,194,1,1,20140402,MIA,MIL
162,Shot Chart Detail,0021301137,66,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,6,1,1,20140404,CHI,MIL
163,Shot Chart Detail,0021301148,152,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,25,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,-10,1,1,20140405,MIL,TOR
164,Shot Chart Detail,0021301168,129,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20140409,MIL,IND
165,Shot Chart Detail,0021301191,196,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,111,239,1,1,20140412,WAS,MIL
166,Shot Chart Detail,0021301191,392,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,21,225,1,1,20140412,WAS,MIL
167,Shot Chart Detail,0021301191,419,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20140412,WAS,MIL
168,Shot Chart Detail,0021301205,399,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-223,132,1,1,20140414,TOR,MIL
169,Shot Chart Detail,0021301217,92,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-226,121,1,1,20140416,MIL,ATL
170,Shot Chart Detail,0021301217,106,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,11,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1,20140416,MIL,ATL
171,Shot Chart Detail,0021301217,451,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-183,189,1,1,20140416,MIL,ATL
172,Shot Chart Detail,0021301217,467,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,19,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,1,1,1,20140416,MIL,ATL
173,Shot Chart Detail,0021400004,78,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,12,1,1,20141029,CHA,MIL
174,Shot Chart Detail,0021400004,169,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,19,1,1,20141029,CHA,MIL
175,Shot Chart Detail,0021400004,369,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-153,195,1,1,20141029,CHA,MIL
176,Shot Chart Detail,0021400023,93,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20141031,MIL,PHI
177,Shot Chart Detail,0021400023,174,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,31,Made Shot,Jump Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,0,1,1,20141031,MIL,PHI
178,Shot Chart Detail,0021400023,399,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,42,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141031,MIL,PHI
179,Shot Chart Detail,0021400023,425,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,15,1,1,20141031,MIL,PHI
180,Shot Chart Detail,0021400031,132,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,18,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,23,64,1,1,20141101,WAS,MIL
181,Shot Chart Detail,0021400031,176,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,44,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20141101,WAS,MIL
182,Shot Chart Detail,0021400049,102,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20141104,IND,MIL
183,Shot Chart Detail,0021400049,365,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-166,190,1,1,20141104,IND,MIL
184,Shot Chart Detail,0021400049,382,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,21,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-133,1,1,1,20141104,IND,MIL
185,Shot Chart Detail,0021400049,384,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,45,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-117,14,1,1,20141104,IND,MIL
186,Shot Chart Detail,0021400062,125,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,11,20,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,53,61,1,1,20141105,MIL,CHI
187,Shot Chart Detail,0021400062,176,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20141105,MIL,CHI
188,Shot Chart Detail,0021400062,219,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,35,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141105,MIL,CHI
189,Shot Chart Detail,0021400062,401,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,42,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141105,MIL,CHI
190,Shot Chart Detail,0021400062,410,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,1,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141105,MIL,CHI
191,Shot Chart Detail,0021400062,458,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,31,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141105,MIL,CHI
192,Shot Chart Detail,0021400076,112,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,3,1,1,20141107,DET,MIL
193,Shot Chart Detail,0021400076,441,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20141107,DET,MIL
194,Shot Chart Detail,0021400076,455,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,19,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141107,DET,MIL
195,Shot Chart Detail,0021400088,134,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,59,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141108,MIL,MEM
196,Shot Chart Detail,0021400088,152,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-161,80,1,1,20141108,MIL,MEM
197,Shot Chart Detail,0021400088,445,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,9,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141108,MIL,MEM
198,Shot Chart Detail,0021400088,468,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20141108,MIL,MEM
199,Shot Chart Detail,0021400088,471,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,11,1,1,20141108,MIL,MEM
200,Shot Chart Detail,0021400088,482,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,2,23,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-65,17,1,1,20141108,MIL,MEM
201,Shot Chart Detail,0021400105,95,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,1,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,12,1,1,20141111,MIL,OKC
202,Shot Chart Detail,0021400105,148,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,18,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141111,MIL,OKC
203,Shot Chart Detail,0021400105,175,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,3,1,1,20141111,MIL,OKC
204,Shot Chart Detail,0021400105,306,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,40,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141111,MIL,OKC
205,Shot Chart Detail,0021400105,427,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,0,1,1,20141111,MIL,OKC
206,Shot Chart Detail,0021400105,442,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141111,MIL,OKC
207,Shot Chart Detail,0021400123,55,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,5,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,14,1,1,20141114,ORL,MIL
208,Shot Chart Detail,0021400123,67,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,1,1,1,20141114,ORL,MIL
209,Shot Chart Detail,0021400123,129,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,56,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-41,47,1,1,20141114,ORL,MIL
210,Shot Chart Detail,0021400123,377,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,52,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-84,44,1,1,20141114,ORL,MIL
211,Shot Chart Detail,0021400123,404,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,40,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-10,82,1,1,20141114,ORL,MIL
212,Shot Chart Detail,0021400123,432,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,27,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20141114,ORL,MIL
213,Shot Chart Detail,0021400123,434,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,5,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,15,156,1,1,20141114,ORL,MIL
